album_title_length,artist_name_length,track_duration,track_favourites,track_genres,track_interest,track_listens,track_title_length
6,13,123,0,'Noise',2213,77,10
50,15,245,0,'Pop',1086,850,8
8,14,51,5,'Electronic',10356,7281,12
23,14,13,0,'Electronic',742,141,12
34,11,64,0, 'Dance',312,217,7
51,5,137,4,'Rock',3648,3195,11
8,22,368,0,'Field Recordings',189,53,2
46,13,186,0,'Latin America',1994,1751,17
12,5,243,0,'Electronic',3034,2306,17
30,12,171,1,Avant-Garde',526,247,6
18,15,190,1,'Hip-Hop',735,560,9
25,12,431,18,'Electronic',9081,7166,25
17,12,205,0,'Ambient Electronic',200,172,4
17,21,248,0,'Electronic',3990,3556,10
5,11,128,0,'Pop',261,167,22
21,10,404,0,'Electronic',1523,1373,36
49,10,156,1,Novelty',1097,723,8
11,5,234,0,'Experimental',663,242,11
30,12,335,0,Avant-Garde',277,133,26
17,13,240,0,'Electronic',122,33,8
15,16,171,2,Blues',3494,1734,12
10,13,58,0,'Experimental Pop',785,419,57
18,15,82,1,'Hip-Hop',726,557,18
44,6,124,6,'Pop',2481,1739,10
22,9,148,6, 'Chiptune',1261,1047,18
23,14,206,0,'Rock',1293,254,13
7,5,133,2,Avant-Garde',3399,2917,9
25,13,260,0,'Electronic',887,510,13
65,11,233,1, 'Synth Pop',4426,3886,10
9,16,1095,0,'Audio Collage',781,374,9
26,23,163,3,'Folk',3427,2855,5
36,15,61,0,'Lo-Fi',651,84,29
14,11,326,1,'Electronic',781,511,20
27,12,55,3, 'Trip-Hop',1510,1229,12
8,20,157,1,'Hip-Hop',841,642,23
46,10,708,1,'Rock',1928,642,14
18,9,227,4,'Disco',4883,2318,18
35,9,250,0,'Electronic',1736,1582,31
14,19,296,3,Blues',2862,1604,17
38,14,244,1,'Indie-Rock',703,557,31
30,12,242,1,Classical',465,157,45
20,15,304,4,Jazz',5768,2821,6
18,26,120,1,Avant-Garde',1604,1162,21
14,12,801,0,'Experimental',342,299,28
28,14,189,0,'Folk',995,764,14
4,4,249,1,'Ambient Electronic',1019,642,16
18,6,159,1, 'Trip-Hop',1010,674,11
8,7,309,0,'Electronic',822,136,10
21,7,198,1,'Folk',340,258,10
22,9,197,6, 'Hardcore',1931,1204,18
19,15,393,0,Avant-Garde',961,891,16
30,29,750,1,'Noise',250,170,128
20,4,272,1,'Hip-Hop',526,244,19
11,7,180,1,'Electronic',953,370,15
20,20,26,0, 'Grindcore',1038,444,18
54,15,126,0,'Soul-RnB',536,302,21
7,12,171,1,'Psych-Rock',947,666,18
50,5,192,0,'Punk',409,294,4
15,17,97,0,'Pop',1324,491,16
22,10,138,1,Avant-Garde',1235,1040,16
34,19,284,1,'Electronic',654,453,17
45,28,177,5,'Rock',3802,2222,5
34,32,215,1,'Electronic',3625,1667,34
19,12,200,0,'Electronic',1483,1094,13
23,6,66,1,'Lo-Fi',1989,1370,22
4,16,115,3,Blues',3378,2262,17
50,18,169,0,'Experimental',915,17,32
7,14,228,1,'Ambient Electronic',533,322,13
39,27,194,1,'Punk',878,592,21
33,5,23,0,'Noise',396,327,17
32,26,117,0,International',313,284,30
28,12,241,0,'Rock',314,43,7
40,15,151,2,'Rock',794,574,15
18,20,526,0,'Audio Collage',347,164,12
25,6,107,13,'Folk',5196,4309,16
14,23,1807,1,'Electronic',1977,1600,14
33,15,42,1,'Hip-Hop',188,93,10
18,25,110,0,'Electronic',37,35,22
9,23,289,9,Country',6251,4796,11
5,12,336,3,Classical',2904,2330,44
16,14,155,0,'Electronic',238,192,4
8,4,375,0, 'IDM',483,135,17
18,12,93,13,'Electronic',11794,9757,15
17,14,110,0,'Experimental',1382,1086,22
14,11,313,2,'New Wave',1705,903,41
19,12,123,0,'Electronic',322,190,20
12,14,343,1,'Hip-Hop',646,356,15
5,16,222,1,'Electronic',914,647,6
17,12,318,0,Avant-Garde',574,362,41
43,13,224,0,'Rock',715,211,9
1,6,147,0,'Noise',1677,1437,5
31,30,142,0,'Noise',324,24,16
39,15,212,9,'Indie-Rock',1372,931,35
32,10,256,2,'Rock',224,182,15
10,9,266,1,Avant-Garde',1670,1259,11
49,9,72,0,'Punk',261,135,7
7,7,275,0,'Rock',777,610,19
45,31,204,2,Blues',3299,2396,8
61,13,198,0,'Rock',439,321,11
8,7,406,0,Avant-Garde',1476,1130,42
16,5,164,0,'Electronic',248,215,19
26,13,117,0,Blues',7688,6753,27
21,13,1642,0,Avant-Garde',744,133,14
12,15,415,0,'Electronic',7757,5444,9
13,11,152,5,'Electronic',9781,7892,10
24,13,307,2,'Noise-Rock',148,64,13
22,18,230,0,'Electronic',2269,1149,16
7,10,381,1,'Experimental',1120,886,36
22,9,208,4,'Electronic',2215,1656,18
7,13,302,3,'Experimental',1898,1450,33
25,18,88,2,'Electronic',1475,1015,21
28,43,1482,0,International',553,375,23
8,7,307,31, 'Glitch',11760,9046,3
19,7,424,1,'Reggae - Dub',1057,709,11
5,6,357,0,'Electronic',356,256,7
47,24,188,0,'Punk',100,82,39
34,18,216,3,'Rock',1717,751,12
23,9,196,0,'Experimental Pop',875,477,7
33,21,221,4,'Electronic',2635,1477,46
19,14,134,7,'Electronic',11087,7205,5
15,13,660,2,'Noise',2097,1761,10
63,9,264,0,'Punk',1618,1413,8
84,16,186,3,'Rock',692,312,21
8,17,176,0,'Noise',3619,3144,8
3,5,69,0,'Electronic',1900,982,26
11,13,75,1,Country',3216,1937,32
43,12,182,1,'Punk',608,120,10
27,9,275,6,'Noise',7153,6399,33
24,6,362,1,'Electronic',151,82,8
3,8,135,3, 'Spoken Weird',433,238,13
31,31,280,4,'Experimental Pop',2203,463,15
12,16,239,10,'Electronic',4951,4345,4
24,16,294,4,'Experimental',792,496,54
18,11,234,3,'Hip-Hop',3842,1323,7
7,9,170,2,Avant-Garde',958,558,12
12,11,239,0,'Pop',336,152,13
13,14,312,12,'Electronic',18856,14711,9
24,17,206,17,'Soundtrack',7467,5876,11
16,9,209,281,'Electronic',330351,226334,20
31,19,277,0,'Rock',362,33,16
7,18,781,2,'Rock',445,353,27
26,16,176,1,Blues',1812,489,31
30,21,168,1,Avant-Garde',345,117,7
14,12,205,0,'Electroacoustic',515,207,18
22,5,614,1,'Experimental',1666,941,9
2,20,91,1,Avant-Garde',1110,646,8
26,10,361,0,'Experimental',401,126,2
9,5,2402,0,'Experimental',941,806,18
7,11,226,10, 'Death-Metal',2551,1013,21
28,6,179,1,'Hip-Hop',518,400,14
33,16,158,0,'Experimental',871,795,27
16,16,306,42, 'Rockabilly',11252,8292,10
49,25,144,0,Avant-Garde',339,250,36
15,13,247,0,'Pop',1409,1006,30
85,26,372,10,'Experimental',16768,14057,14
30,8,341,0,Avant-Garde',713,494,23
17,18,256,3,'Folk',2256,1892,7
24,14,304,0,Avant-Garde',796,490,21
8,8,196,4,'New Wave',912,749,6
11,15,196,0,Blues',628,227,11
31,4,235,68,'Hip-Hop',28160,16523,10
11,10,578,8,: 'Instrumental',3401,2463,3
11,17,204,15,'Soundtrack',6740,5130,8
21,9,103,0,Novelty',2487,1329,24
18,9,160,0,'Electronic',84,76,34
24,13,255,2,'Electronic',7346,3852,5
30,33,210,1,Avant-Garde',544,305,25
13,8,120,2,'Electronic',1222,495,5
22,11,230,7, 'Chip Music',559,641,8
20,17,72,0,'Spoken',830,475,30
36,13,210,2,'Indie-Rock',1873,988,14
20,15,177,0,'Noise',987,500,15
49,25,239,1, 'Singer-Songwriter',737,461,15
17,36,474,0,'Experimental',911,715,31
39,43,416,0,'Experimental',462,303,42
7,5,188,4,Avant-Garde',1559,1173,17
7,11,136,1,'Rock',677,591,9
7,14,59,7,'Electronic',27169,19533,13
29,13,166,0,Country',541,398,14
29,5,410,3,'Krautrock',1984,1574,12
25,6,210,6,'Folk',7692,6896,21
24,20,147,2, 'Sound Collage',862,613,22
16,16,260,1,'Reggae - Dub',520,319,36
5,4,248,2,'Electronic',1423,455,21
16,10,444,0,'Electronic',86,57,16
14,8,258,4,Avant-Garde',805,743,10
34,7,264,0,'Experimental',1086,445,10
10,15,153,4,'Punk',5856,4808,14
22,9,215,0,Country',1283,877,18
11,11,215,5,'Electronic',3991,3111,8
17,19,182,5,'Pop',4011,2157,12
21,18,347,15,International',8821,7212,7
55,20,367,1,Avant-Garde',1066,366,14
10,15,184,1,'Latin America',983,809,58
85,4,233,1,'Hip-Hop',365,301,31
12,12,53,0,Blues',2249,844,6
16,14,75,3,'Folk',3686,1165,20
18,21,162,0,'Electronic',28,23,18
12,13,138,2,'Experimental',273,152,12
30,16,164,3,Blues',4106,3308,22
7,7,298,3,Avant-Garde',5768,5091,4
21,16,300,1,Jazz',1140,933,31
18,11,109,1, 'Rap',3024,2505,8
17,13,252,14,'Rock',6615,3716,14
23,19,229,1, 'Singer-Songwriter',497,350,41
61,19,151,1,'Lo-Fi',3609,309,29
20,14,202,2,'Hip-Hop',368,271,83
7,18,799,1,'Rock',286,219,30
30,21,226,1,Avant-Garde',214,66,37
11,10,110,4,'Electronic',3324,2828,8
54,4,167,1,'Punk',440,351,11
32,6,184,0,International',884,547,24
6,4,48,2,'Spoken',7336,3904,17
19,11,289,3,'Free-Folk',1129,595,12
51,14,47,0,Avant-Garde',1801,1211,17
11,17,298,6,'Soundtrack',5033,4246,16
23,18,237,3,'Rock',1551,1177,13
12,11,385,1,'Drone',2995,2718,7
27,12,159,0,'Field Recordings',1050,793,14
6,8,243,3,International',1731,1010,43
22,13,462,1,'Folk',841,712,22
19,4,15,0,'Folk',4263,1600,7
35,21,63,0,'Experimental',1097,169,33
14,20,663,1,'Experimental',100,54,62
30,40,199,1,Avant-Garde',367,115,12
42,10,234,3,'Experimental',1132,836,14
9,17,293,1,'Electronic',1405,865,10
4,8,51,0,'Lo-Fi',358,274,9
5,6,86,2,'Soundtrack',1128,1074,36
20,10,175,0,International',1136,914,18
54,18,172,0,'Post-Punk',528,371,10
9,13,168,5,Classical',10696,6768,11
48,11,274,1,'Electronic',2207,1765,11
14,17,235,0,'Electronic',2467,2102,33
6,5,22,0,Avant-Garde',397,292,23
34,8,182,0,'Experimental',867,613,8
24,25,239,6,'Soul-RnB',2558,2004,11
13,11,335,1, 'Chiptune',1152,875,10
10,13,119,0,'Electronic',668,63,19
17,13,247,1, 'Breakcore - Hard',2521,1779,11
11,8,429,0,'Electronic',2793,417,10
12,14,409,0,'Electronic',1309,349,17
43,12,504,3,International',1317,1042,8
9,8,305,2,'Reggae - Dub',620,446,5
12,9,162,1,Jazz',1297,1088,30
54,14,214,21,Classical',7638,6587,72
3,7,162,3,'Electronic',1889,252,11
11,9,194,1,'Hip-Hop',163,98,22
2,16,153,1,'Electronic',620,377,16
34,12,194,3,Classical',1643,1099,54
29,11,107,6,'Rock',2300,1549,16
27,9,186,0,'Reggae - Dub',383,239,29
29,10,256,5,'Rock',2759,2045,28
14,17,102,0,'Electronic',965,76,42
23,12,104,1,'Electronic',4904,4312,25
19,6,371,2,'Noise',1712,1510,13
15,11,83,6,'Electronic',4199,3504,22
37,13,304,5,'Noise-Rock',2009,1739,10
11,12,273,1,'Pop',882,342,11
16,9,505,2,'Experimental',371,315,13
8,5,217,5,'Hip-Hop',2845,2341,23
37,19,64,1,Comedy',8419,7865,19
18,3,255,1,'Post-Rock',820,637,8
20,11,162,0,'Rock',1671,302,9
10,8,313,4,'Electronic',7096,5731,3
11,23,108,0,'Psych-Rock',680,506,11
22,20,323,2,'Hip-Hop',5383,1826,27
8,2,1478,8,'Field Recordings',5025,3890,8
26,9,124,3,'Folk',2025,1307,37
7,16,218,1, 'Ambient',1685,334,19
63,22,234,0,'Garage',242,115,3
27,12,564,5,'Soundtrack',3110,2091,15
8,14,213,2,Novelty',2663,1805,35
38,12,198,1,'Psych-Rock',431,307,18
17,7,137,0,'Post-Rock',769,306,8
29,5,247,0,'Electronic',172,57,8
27,7,163,0,'Ambient Electronic',2902,1541,12
47,7,300,0,'Electronic',1050,762,13
13,28,224,7,Blues',13860,9629,12
27,6,169,3,'Electronic',3200,2476,10
28,14,112,0,'Folk',1222,943,28
79,20,354,1,International',2006,1621,20
3,23,858,3,'Field Recordings',2360,1287,49
20,9,346,0,'Electronic',43,35,27
9,10,234,2,'Electronic',223,101,5
21,15,202,4,'Pop',7100,4713,29
9,11,156,1,'Electronic',2305,1805,17
52,5,166,1,'Folk',1730,1424,17
14,9,354,4, 'Ambient',4479,3545,15
22,11,144,2,'Electronic',4856,4163,15
58,13,153,1,'Rock',1113,949,15
31,23,77,0,'Noise',549,97,11
11,13,228,1,'Punk',1504,519,19
17,17,15,2,'Field Recordings',280,112,5
14,10,200,2,'Experimental',5664,4720,22
13,9,271,5,'Experimental Pop',4252,2887,19
4,16,152,0,Blues',3804,2231,24
18,7,396,0,Jazz',2383,2005,11
10,9,568,1,'Electronic',1826,1585,13
12,5,319,2,'Experimental',1796,404,4
13,11,215,0,Avant-Garde',1076,869,7
10,5,35,0, 'Sound Poetry',936,309,28
11,11,199,1, 'Power-Pop',5294,4331,38
14,7,440,0,Avant-Garde',2515,1802,34
10,11,283,2,'Garage',4178,3418,14
34,5,424,2, 'Ambient',1758,1075,7
38,9,279,0,'Psych-Rock',670,249,5
44,21,249,3,'Electronic',1784,889,31
26,15,107,1,Classical',3149,1750,19
13,16,205,10,International',7042,5363,12
24,20,24,0,Avant-Garde',567,162,10
48,9,180,0,'Electronic',2593,2220,16
9,27,57,1,'Hip-Hop',870,200,33
25,6,301,1,Jazz',2139,1245,8
38,14,208,1,Avant-Garde',649,451,20
4,8,206,32,'Pop',8231,5953,23
3,7,165,0,'Electronic',1801,1670,19
15,16,100,14,Blues',15558,11820,14
12,22,214,1,'Lo-Fi',2608,2437,18
16,5,316,1,'Soundtrack',2342,1903,19
10,13,140,3,'Pop',3096,2735,9
13,33,108,0,Avant-Garde',3336,3029,83
11,16,327,0,'Electronic',4631,3895,5
31,18,452,4,'Metal',2627,1993,31
13,3,346,0,'Electronic',2234,561,16
29,13,182,0,'Lo-Fi',663,184,22
18,8,373,0,Jazz',4576,4123,19
16,11,88,1,'Rock',979,879,25
19,21,461,3,'Metal',875,561,6
20,11,328,0,'Electronic',901,816,11
18,5,236,5,'Ambient Electronic',2308,1222,4
21,9,144,0,Avant-Garde',1429,152,23
9,20,150,0, 'Breakbeat',970,134,3
29,22,226,0,'Rock',354,290,8
4,18,400,0,Avant-Garde',284,193,21
15,11,228,1,International',1168,415,24
40,10,162,0,'Lo-Fi',653,567,7
23,7,122,0,'Electronic',926,235,13
24,27,2047,2,International',1137,934,8
14,14,216,0,'Electronic',1018,646,39
19,15,33,0,'Post-Punk',1228,387,21
44,33,95,0,'Soundtrack',6005,2266,15
60,14,67,0,'Rock',315,230,6
15,11,281,11, 'Chiptune',5406,4174,10
26,12,155,1,'Electronic',3287,937,14
20,7,102,0,'Rock',728,130,16
15,15,243,2,'Folk',2154,1693,15
59,17,168,0,'Electronic',792,618,16
25,5,264,0,'Post-Rock',939,399,25
10,7,134,0,'Folk',378,302,33
30,12,124,3,'Punk',608,218,18
25,33,311,4,International',10031,4691,12
68,13,118,1,'Indie-Rock',1048,815,10
17,17,48,2,'Field Recordings',462,275,22
17,5,216,1,'Soundtrack',2770,2236,10
22,10,997,1,'Experimental',2201,1967,8
38,6,137,1,'Pop',541,485,18
35,10,266,6,'Folk',3607,2733,31
22,9,260,4,'Electronic',2868,2161,41
43,5,347,0,'Pop',691,454,23
25,14,336,1,Avant-Garde',222,173,9
16,10,278,0,'Rock',569,528,6
20,9,135,0,'Experimental',3330,597,7
46,8,30,0,'Punk',577,350,16
9,11,96,0,'Rock',453,348,9
24,12,661,3,'Field Recordings',5805,4799,10
19,11,62,1,'Experimental Pop',2342,1354,8
27,8,257,3,Avant-Garde',969,969,32
15,15,11,0,'Rock',328,221,33
19,14,356,4,Avant-Garde',3391,2495,8
12,17,186,3,'Soundtrack',2712,2053,23
6,13,149,0,'Experimental Pop',368,251,40
41,24,202,14,Classical',13077,8269,35
11,6,297,17,Classical',11357,9468,2
23,16,260,3,Blues',1588,920,23
4,10,192,1,'Rock',3913,3590,15
39,20,223,0,'Noise',1021,941,9
5,20,195,0,'Field Recordings',498,400,28
47,12,231,4,'Reggae - Dub',3772,2768,14
10,8,540,0,'Experimental',1376,1072,18
24,13,214,6,'Pop',3538,2613,21
14,16,815,0,'Noise',387,80,13
23,15,195,0,'Rock',2130,233,17
17,21,312,1,Jazz',1495,116,13
5,22,275,13,'Soundtrack',15460,14192,27
45,9,288,3,'Electronic',5984,4767,48
11,11,367,0,Avant-Garde',457,122,40
11,20,437,1,'Experimental',510,171,6
23,20,103,0,'Rock',207,147,6
7,14,260,8,'Folk',2542,2172,19
13,16,191,1,'Indie-Rock',2632,2188,10
61,8,1885,0,Avant-Garde',2823,2206,75
29,13,331,1, 'Breakcore - Hard',696,277,12
14,13,198,13,'Folk',8585,5596,15
14,17,386,0,'Electronic',2359,1654,13
20,8,231,2, 'Ambient',706,392,5
28,13,148,4, 'Minimal Electronic,4391,2774,9
56,13,142,0,Blues',2801,1970,35
14,8,168,3,'Experimental Pop',1246,991,61
11,8,388,0,'Electronic',1362,1085,5
34,4,115,0,'Pop',1157,874,48
53,10,1678,0,'African',512,437,42
11,11,480,1,'Metal',862,596,8
14,13,157,1,'Folk',319,175,6
18,16,120,0,'Hip-Hop',898,698,24
22,18,117,1,International',1191,709,32
12,16,66,8,'Experimental',9649,7426,12
10,10,207,2,'Lo-Fi',3009,2551,12
30,11,131,1,'Punk',1324,1059,14
22,9,219,2,'Folk',1231,561,13
30,19,204,0,Avant-Garde',359,236,12
6,14,116,23,Jazz',15223,8135,20
41,10,221,2,'Psych-Rock',2002,1773,9
17,15,490,1,'Ambient Electronic',1763,1600,13
19,11,103,4,'Electronic',2240,1778,19
26,15,150,0, 'Power-Pop',3503,3131,4
12,5,118,3,'Electronic',4809,3746,10
8,13,192,10,'Soundtrack',5643,4527,10
8,6,215,9,'Rock',4263,3663,14
14,6,1000,0,'Experimental',497,186,15
8,7,186,32,'Soul-RnB',31533,12424,7
23,10,180,0,'Rock',765,311,11
31,14,225,0,'Post-Punk',179,144,18
14,19,144,22,Classical',17438,14510,19
17,17,194,4,'No Wave',1372,742,10
21,4,75,6, 'Chiptune',1195,943,20
22,13,120,6,'Electronic',4269,1341,14
36,5,214,0,'Rock',206,98,14
11,4,1216,1,'Noise',770,115,9
14,4,241,0,'Electronic',146,105,7
30,14,125,0,'Electronic',6066,5607,18
12,12,488,2,'Electronic',608,328,29
12,8,364,3,'Electronic',792,464,16
38,5,178,3,'Hip-Hop',2012,1749,57
30,11,200,0,Avant-Garde',270,128,12
8,11,2880,1,'Experimental',4304,1375,20
13,5,233,17,Classical',9593,7570,15
8,14,290,2,'Experimental',2181,1842,28
11,5,210,6,'Electronic',2869,1364,6
30,10,264,1,'Indie-Rock',596,241,9
24,24,184,1,'Radio Art',526,402,15
15,18,284,0,'Rock',772,168,9
17,39,232,3,'Pop',653,555,29
17,15,353,0,'Soundtrack',436,356,7
9,7,244,4,'Ambient Electronic',2017,1400,17
13,5,135,2,'Hip-Hop',854,693,8
51,8,230,7,'Electronic',2022,615,10
12,11,223,3,'Electronic',6013,5341,17
5,10,189,0,'Electronic',3574,2679,7
23,14,246,5, 'Composed Music',2247,1777,16
16,12,217,0,'Electronic',845,749,7
13,13,616,4,'Noise',2764,1967,28
14,7,285,7,'Electronic',10660,8465,36
32,20,152,1,Avant-Garde',485,400,8
47,8,243,5,'Rock',2395,451,12
27,17,300,1,'Lo-Fi',1354,1054,10
32,14,32,0,'Folk',922,592,21
15,16,379,1,Avant-Garde',302,189,12
22,16,170,2,Avant-Garde',1887,449,20
11,11,687,2,'Psych-Rock',763,687,8
97,17,506,5, 'Choral Music',4614,1202,52
37,13,236,1,'Electronic',1539,1156,30
60,15,314,1,Avant-Garde',1493,1317,8
59,7,184,0,'Folk',948,760,14
20,4,99,0,'Experimental',536,42,8
19,11,293,2,'Hip-Hop',880,765,59
57,11,178,0,'Rock',3151,2996,14
36,13,229,5,'Pop',6195,5784,29
44,33,87,2,'Soundtrack',8022,4046,11
26,12,451,1,'Electronic',1572,479,40
32,6,99,9,'Pop',2105,1543,26
24,14,252,2,'Folk',745,553,22
40,12,187,0,'Folk',630,195,19
27,25,141,0,'Noise',1159,871,27
17,11,73,0,'Experimental Pop',784,395,10
36,12,161,1,'Pop',13033,7368,31
30,18,376,1,'Electronic',999,873,25
11,11,213,3,'Electronic',1410,1192,11
38,8,119,0,'Lo-Fi',590,440,23
24,13,315,0,'Electronic',325,181,51
37,12,397,1,'Electronic',738,101,19
8,10,281,2,'Electronic',1784,1402,76
17,20,276,6,'Electronic',8147,6888,6
35,12,254,0,Classical',444,149,40
30,9,287,1,Avant-Garde',318,182,34
37,21,233,1,'Electronic',781,486,30
12,15,229,0,'Lo-Fi',1086,398,6
8,15,83,0,'Punk',1534,281,6
30,4,356,0,Avant-Garde',270,100,10
11,12,72,1, 'Sound Collage',262,167,26
2,16,171,1,'Soundtrack',2694,1770,5
39,12,74,1, 'Glitch',1392,647,9
28,16,136,7,'Electronic',2665,2397,13
17,14,109,1,'Experimental',299,82,41
21,15,253,6,'Electronic',1631,1269,27
16,9,295,0,'Electronic',183,153,15
5,13,379,0,'Electronic',756,303,17
28,11,107,0,'Punk',348,288,20
28,18,330,8,'Soul-RnB',6831,4569,4
10,8,240,1,'Field Recordings',531,353,11
7,8,65,0,'Punk',1127,522,12
17,12,175,0,'Lo-Fi',815,550,8
10,48,86,0,'Punk',1146,1001,10
24,5,436,0,'Electronic',2002,1493,2
10,16,134,0,'Electronic',797,709,18
9,15,413,2, 'Drum & Bass',1970,1441,39
35,18,80,0,'Lo-Fi',188,148,8
9,6,274,0,'Electronic',4541,1782,3
8,17,300,0,'Electronic',5018,1453,20
60,10,279,0,'Indie-Rock',1084,181,13
30,12,590,0,Avant-Garde',654,151,20
22,11,48,1,'Pop',976,420,11
46,5,197,0, 'Alternative Hip-Ho,634,544,19
15,19,137,0,'Lo-Fi',1385,87,20
4,4,351,0,'Electronic',894,528,15
16,13,257,1,'Electronic',3055,2729,16
6,17,292,0,'Pop',944,664,5
11,8,161,18,'Funk',7402,6229,9
13,17,204,0,'Rock',2467,1879,29
27,6,160,0,'Lo-Fi',818,686,20
18,16,175,0,'Rock',270,43,18
24,8,292,0,Avant-Garde',1852,1190,22
16,10,220,2,'Rock',1183,1041,15
18,8,329,1,'Electronic',819,260,11
45,12,162,0,Classical',324,113,43
44,6,244,4,'Indie-Rock',5525,4236,7
16,6,229,1,'Indie-Rock',1063,921,16
8,7,171,1,'Electronic',1040,223,37
55,3,296,0,'Noise-Rock',190,165,17
28,9,207,1,'Lo-Fi',2855,1904,31
13,7,187,116,'Pop',55988,38843,10
43,36,1183,0,Avant-Garde',1110,82,8
16,9,219,2,'Electronic',6765,3032,40
25,9,237,2,'Folk',2486,2074,10
3,11,213,1,'Pop',3125,1289,4
21,12,15,1,'Experimental',21441,18832,22
45,11,235,0, 'Unclassifiable',255,54,46
32,10,114,1,'Pop',618,422,20
43,11,151,2,Old-Time / Historic',799,593,39
38,6,298,6,'Pop',4639,3247,5
10,10,367,2,'Noise',1299,512,10
6,13,284,0,'Noise',278,57,10
3,5,17,0,'Electronic',2297,228,13
7,5,129,2,'Electronic',996,694,18
16,12,175,0,'Experimental',2872,1481,3
28,35,207,1,'Punk',521,342,28
18,10,346,0,'Electronic',321,249,6
13,13,256,0,'Pop',364,212,35
62,23,329,5,'Psych-Rock',2677,1994,12
23,17,340,2,'Rock',308,231,15
24,14,301,4,'Rock',1147,493,8
14,7,246,0,'Electronic',1308,472,24
8,4,137,2,'Electronic',3337,2423,8
7,7,197,4,Country',3946,2746,17
22,12,147,0,'Folk',1564,564,15
14,14,227,7,'Electronic',3750,2579,8
8,12,235,0,'Lo-Fi',622,14,6
11,25,238,0, 'Glitch',1313,530,12
8,3,387,0,'Noise',216,139,9
12,7,224,13, 'Hip-Hop Beats',11788,8520,11
34,12,42,1,Classical',514,232,22
58,9,128,1,'Rock',861,779,12
27,12,112,5,'Lo-Fi',1062,839,13
14,12,339,0,Avant-Garde',4138,1502,21
30,12,308,5, 'Choral Music',6154,5330,24
29,7,211,0,'Pop',1557,373,10
8,10,151,0,Avant-Garde',808,344,14
22,18,130,4,International',3307,1446,21
4,4,205,1,'Hip-Hop',540,398,9
23,8,57,0,'Experimental',7150,5771,26
11,11,235,7,'Psych-Folk',10936,9327,12
23,16,218,2,'Lo-Fi',2288,2073,13
18,7,147,2, 'Contemporary Class,5907,4876,60
45,12,66,0,Classical',290,117,43
10,10,71,0,'Electronic',208,133,18
14,30,258,0,'Experimental',914,109,11
17,16,335,2,'Experimental Pop',7329,4686,7
26,10,1088,4,'Drone',1834,476,10
21,8,224,6, 'Europe',3783,3231,22
20,9,248,0,'Pop',268,226,16
7,8,204,0,'New Wave',462,371,4
15,19,136,2,Avant-Garde',1404,423,23
11,12,103,0,'Electronic',833,531,9
16,23,206,0,'Electronic',177,140,31
27,11,192,16,'Indie-Rock',4350,1669,9
13,13,162,0, 'Hardcore',566,384,8
34,19,144,1,Avant-Garde',3804,2210,16
4,15,206,12,'Electronic',4680,3804,7
28,21,300,0,'Folk',1308,297,23
24,13,155,18,'Pop',13224,8769,25
17,13,166,5,Blues',5309,4083,20
21,5,195,3,'Hip-Hop',1621,1303,11
23,24,226,0,'Rock',533,180,26
14,13,340,47,'Electronic',23133,17169,7
28,20,1332,1,International',1421,460,7
24,22,22,1,'Pop',2002,1858,21
12,15,179,0,'Lo-Fi',320,47,10
26,12,93,0,'Freak-Folk',84,56,12
52,45,1596,1,'Experimental',239,139,15
45,11,321,4,'Freak-Folk',1543,925,13
42,14,152,3,'Pop',1029,538,19
9,13,251,9,'Pop',11683,6170,6
19,16,389,1,'Soundtrack',2279,1860,40
10,7,245,0,Avant-Garde',827,580,12
17,13,661,5, 'Unclassifiable',2351,1421,19
42,7,155,0,'Hip-Hop',504,442,23
39,12,140,1, 'Glitch',1350,335,7
21,14,354,1,'Electronic',474,138,23
11,8,362,0,Avant-Garde',615,32,8
10,14,239,2,'Electronic',10814,8126,15
22,14,87,1, 'Sound Collage',827,314,10
19,9,60,0,'Noise',207,48,2
32,7,115,0,'Electronic',241,128,13
10,19,340,0,'Noise',2293,238,29
24,13,106,6,'Rock',2470,2051,33
23,6,358,1,'Electronic',3381,2517,12
9,15,133,2, 'Hardcore',1926,821,11
29,15,127,1,'Punk',597,151,31
24,4,439,0,'Post-Rock',425,327,29
13,11,324,1,'Experimental',7436,6130,30
62,10,184,3,'Punk',1706,1334,10
18,10,283,3, 'IDM',3679,3062,16
23,15,160,4,'Punk',2248,1827,12
50,9,236,0,'Pop',1211,919,22
7,9,727,0, 'Ambient',578,484,9
18,24,197,0,'Hip-Hop',2133,535,25
45,12,143,0,Classical',326,118,37
11,5,488,0,Avant-Garde',1237,157,12
15,11,276,2,'Electronic',5181,4149,12
18,13,174,4,'Electronic',1964,588,9
12,11,163,0,'Electronic',404,249,12
13,15,310,2,'Indie-Rock',1596,1262,5
8,17,8,0,'Rock',942,391,16
30,24,259,5,'Rock',1238,809,12
14,10,165,12,'Soundtrack',5506,4868,17
67,9,911,3,'Experimental',5330,4503,10
18,14,632,0,Avant-Garde',2731,2114,42
18,16,193,26,'Funk',8365,4750,13
10,12,227,2,'Electronic',1283,1053,8
22,6,147,1,'Hip-Hop',1064,619,10
6,14,223,15,'Electronic',16317,12098,6
10,8,537,2,'Field Recordings',629,435,19
6,2,247,0,'Lo-Fi',984,348,2
38,14,150,129,Jazz',47549,38881,33
28,7,215,1,'Electronic',3230,2567,7
61,13,140,1,Blues',1592,1077,21
33,8,156,0,'Noise',130,88,4
3,7,169,1,'Rock',1458,644,13
